,image,label
236,"[[[143 155 165]
  [184 190 198]
  [142 149 155]
  ...
  [ 99  92 102]
  [120  98 102]
  [100  84  95]]

 [[151 149 139]
  [173 179 185]
  [105 135 141]
  ...
  [ 91  87  99]
  [119  99 104]
  [120  95 101]]

 [[204 190 185]
  [180 185 195]
  [117 155 177]
  ...
  [ 96  88 101]
  [125 103 110]
  [120 100 110]]

 ...

 [[ 41  80 116]
  [ 41  80 116]
  [ 41  78 115]
  ...
  [ 63  75  98]
  [ 60  72  98]
  [ 60  70  96]]

 [[ 71  90 121]
  [ 73  91 123]
  [ 74  91 124]
  ...
  [ 79 101 142]
  [ 80 100 140]
  [ 82 101 139]]

 [[ 71  88 122]
  [ 73  92 128]
  [ 76  95 131]
  ...
  [ 81 106 150]
  [ 85 108 151]
  [ 85 107 149]]]",0
237,"[[[208 194 196]
  [207 193 195]
  [206 192 196]
  ...
  [227 216 216]
  [226 215 215]
  [225 214 214]]

 [[219 206 208]
  [216 202 205]
  [214 200 204]
  ...
  [237 226 227]
  [235 225 223]
  [233 224 221]]

 [[221 207 209]
  [217 203 205]
  [212 200 203]
  ...
  [238 227 228]
  [236 226 225]
  [234 224 222]]

 ...

 [[216 205 210]
  [190 184 193]
  [186 180 190]
  ...
  [211 205 211]
  [243 235 236]
  [242 234 235]]

 [[209 198 203]
  [193 185 192]
  [180 174 184]
  ...
  [225 215 219]
  [243 235 235]
  [241 233 234]]

 [[176 170 180]
  [175 168 176]
  [170 169 178]
  ...
  [214 206 208]
  [225 218 218]
  [219 212 213]]]",1
238,"[[[201 201 208]
  [206 208 218]
  [208 211 221]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[201 194 197]
  [205 204 208]
  [208 209 216]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[199 194 197]
  [203 201 204]
  [206 207 211]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[  2   3   8]
  [  1   2   6]
  [  1   2   5]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   1   0]]

 [[  2   2   8]
  [  1   2   5]
  [  1   2   4]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   2   8]
  [  1   2   6]
  [  1   2   5]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",1
239,,0.0
240,"[[[ 17  64   1]
  [ 15  60   1]
  [ 18  56   1]
  ...
  [ 12  62   0]
  [ 11  57   0]
  [  6  46   0]]

 [[ 14  61   0]
  [ 16  66   1]
  [ 20  66   1]
  ...
  [ 14  63   1]
  [ 12  59   1]
  [  7  44   1]]

 [[ 15  60   1]
  [ 16  66   1]
  [ 20  69   0]
  ...
  [ 15  58   0]
  [ 14  60   1]
  [  9  50   1]]

 ...

 [[166 111 135]
  [123 109 114]
  [ 64  85  42]
  ...
  [ 41  38  27]
  [ 47  53  32]
  [ 61  78  45]]

 [[183  97 124]
  [170 107 137]
  [109 101  91]
  ...
  [ 12  40   6]
  [ 29  61  16]
  [ 74  84  53]]

 [[180 103 120]
  [176 107 131]
  [142 105 127]
  ...
  [ 18  59  12]
  [ 41  77  28]
  [ 81  74  56]]]",0
241,"[[[251 253 255]
  [249 252 255]
  [248 252 255]
  ...
  [185 168 160]
  [187 170 165]
  [194 179 185]]

 [[251 253 255]
  [249 252 255]
  [248 252 255]
  ...
  [180 156 142]
  [182 157 144]
  [190 165 161]]

 [[251 253 255]
  [249 252 255]
  [248 252 255]
  ...
  [174 144 126]
  [178 140 119]
  [183 143 125]]

 ...

 [[203 197 219]
  [201 198 203]
  [191 184 169]
  ...
  [133  78  38]
  [129  78  36]
  [122  80  35]]

 [[195 190 198]
  [186 181 168]
  [178 170 143]
  ...
  [146  95  51]
  [140  93  48]
  [131  93  44]]

 [[191 187 181]
  [177 173 143]
  [167 162 121]
  ...
  [153 106  64]
  [146 103  58]
  [135 100  51]]]",0
242,"[[[105  89  58]
  [105  87  58]
  [105  87  59]
  ...
  [139 121  86]
  [139 122  87]
  [140 121  86]]

 [[104  86  59]
  [108  87  60]
  [110  89  61]
  ...
  [145 125  89]
  [145 125  89]
  [147 124  88]]

 [[126  99  69]
  [127 101  69]
  [130 103  71]
  ...
  [148 130  91]
  [151 129  92]
  [151 128  90]]

 ...

 [[107  93  63]
  [104  89  62]
  [103  89  62]
  ...
  [188 148 101]
  [177 139  96]
  [180 143 100]]

 [[109  92  63]
  [105  89  61]
  [105  90  61]
  ...
  [187 144  98]
  [181 141  98]
  [168 131  91]]

 [[106  93  62]
  [108  92  62]
  [110  92  63]
  ...
  [180 137  95]
  [193 151 104]
  [178 139  96]]]",1
243,,0.0
244,,1.0
245,"[[[ 31  31  31]
  [ 17  17  17]
  [ 71  71  71]
  ...
  [117 117 117]
  [111 111 111]
  [104 104 104]]

 [[ 16  16  16]
  [ 71  71  71]
  [121 121 121]
  ...
  [121 121 121]
  [109 109 109]
  [ 97  97  97]]

 [[ 31  31  31]
  [113 113 113]
  [114 114 114]
  ...
  [131 131 131]
  [114 114 114]
  [ 92  92  92]]

 ...

 [[119 119 119]
  [123 123 123]
  [129 129 129]
  ...
  [235 235 235]
  [234 234 234]
  [237 237 237]]

 [[119 119 119]
  [122 122 122]
  [125 125 125]
  ...
  [230 230 230]
  [231 231 231]
  [231 231 231]]

 [[114 114 114]
  [118 118 118]
  [121 121 121]
  ...
  [226 226 226]
  [227 227 227]
  [224 224 224]]]",1
246,"[[[ 84  79  50]
  [ 84  79  51]
  [ 77  72  44]
  ...
  [ 67  50  25]
  [ 40  29  12]
  [ 37  26  12]]

 [[ 99  93  59]
  [ 92  86  54]
  [ 78  73  44]
  ...
  [ 64  49  24]
  [ 45  31  14]
  [ 38  27  12]]

 [[110 103  68]
  [ 99  94  60]
  [ 87  83  49]
  ...
  [ 77  56  27]
  [ 52  36  17]
  [ 39  28  14]]

 ...

 [[ 49  33  18]
  [ 48  33  19]
  [ 49  35  18]
  ...
  [ 58  38  24]
  [ 57  37  22]
  [ 61  38  22]]

 [[ 47  31  19]
  [ 48  33  19]
  [ 50  34  18]
  ...
  [ 60  40  24]
  [ 60  38  22]
  [ 62  38  24]]

 [[ 47  33  19]
  [ 45  32  18]
  [ 48  32  19]
  ...
  [ 65  40  23]
  [ 58  38  22]
  [ 56  35  22]]]",0
247,"[[[110  69  54]
  [117  76  59]
  [121  82  64]
  ...
  [162 128  90]
  [160 126  89]
  [159 125  88]]

 [[118  76  60]
  [120  79  61]
  [123  86  66]
  ...
  [160 126  88]
  [159 125  88]
  [158 124  87]]

 [[107  69  54]
  [108  71  55]
  [114  79  60]
  ...
  [158 123  87]
  [156 121  87]
  [154 119  87]]

 ...

 [[ 83  62  53]
  [ 76  56  47]
  [ 63  45  37]
  ...
  [ 73  58  52]
  [ 66  52  47]
  [ 62  50  45]]

 [[ 76  56  48]
  [ 69  51  42]
  [ 60  43  35]
  ...
  [ 68  55  51]
  [ 62  51  46]
  [ 59  49  45]]

 [[ 64  47  39]
  [ 60  44  36]
  [ 55  38  30]
  ...
  [ 66  54  52]
  [ 58  48  45]
  [ 53  45  41]]]",1
248,"[[[251 193 148]
  [254 195 151]
  [254 198 153]
  ...
  [248 191 146]
  [245 188 145]
  [242 182 141]]

 [[253 195 149]
  [254 197 151]
  [255 200 152]
  ...
  [249 192 147]
  [247 188 145]
  [245 184 141]]

 [[254 196 149]
  [255 198 151]
  [255 201 152]
  ...
  [250 192 148]
  [248 190 145]
  [247 186 142]]

 ...

 [[ 57  63  73]
  [ 58  67  77]
  [ 58  66  77]
  ...
  [ 78  81  90]
  [ 77  80  88]
  [ 74  77  85]]

 [[100  98 104]
  [101  99 106]
  [100 100 107]
  ...
  [ 94  94 103]
  [ 97  95 101]
  [ 94  93  99]]

 [[ 97  96 105]
  [102 100 107]
  [106 104 111]
  ...
  [ 78  79  87]
  [ 77  77  83]
  [ 70  70  75]]]",0
249,"[[[ 10  27  20]
  [ 10  30  21]
  [ 10  30  20]
  ...
  [  1  64  33]
  [  1  64  28]
  [  2  67  32]]

 [[ 12  61  33]
  [ 11  73  35]
  [  6  67  28]
  ...
  [  2  66  31]
  [  4  72  37]
  [  4  70  40]]

 [[ 14 101  41]
  [  8  95  35]
  [  3  89  31]
  ...
  [  3  73  38]
  [  4  75  39]
  [  5  73  40]]

 ...

 [[ 10  32  21]
  [ 17  36  27]
  [ 15  60  47]
  ...
  [  2  78  35]
  [  3  79  41]
  [  4  81  44]]

 [[ 11  31  20]
  [ 13  35  22]
  [ 15  57  42]
  ...
  [  3  81  39]
  [  6  82  45]
  [  5  79  43]]

 [[ 11  30  19]
  [ 11  32  20]
  [ 13  42  29]
  ...
  [  7  86  42]
  [  6  81  46]
  [  3  74  36]]]",0
250,"[[[ 26  34  24]
  [ 45  55  48]
  [ 42  53  50]
  ...
  [ 85 104  80]
  [ 78  96  83]
  [ 73  82  70]]

 [[ 31  41  25]
  [ 44  53  45]
  [ 33  46  36]
  ...
  [ 91 117 109]
  [ 68  95  81]
  [ 52  71  60]]

 [[ 21  33  20]
  [ 23  33  24]
  [ 15  29  14]
  ...
  [ 80  98  97]
  [ 51  69  49]
  [ 36  44  22]]

 ...

 [[ 86  61  66]
  [ 91  67  71]
  [ 94  69  76]
  ...
  [  8   9   7]
  [  2   5   4]
  [ 10  34  18]]

 [[ 76  49  55]
  [ 84  58  64]
  [ 87  60  67]
  ...
  [  0   1   1]
  [  1   5   2]
  [  2  12   3]]

 [[ 74  44  54]
  [ 78  49  57]
  [ 83  54  63]
  ...
  [  1   2   5]
  [  2   5   6]
  [  2   4   3]]]",0
251,"[[[17 19 13]
  [12 17  6]
  [13 20  6]
  ...
  [26 70 31]
  [24 69 29]
  [17 62 23]]

 [[13 18  8]
  [10 13  4]
  [11 15  5]
  ...
  [20 66 27]
  [15 62 22]
  [17 64 23]]

 [[21 32 18]
  [14 19  8]
  [10 14  3]
  ...
  [16 62 23]
  [19 65 26]
  [20 66 25]]

 ...

 [[18 22 17]
  [44 23 26]
  [43 19 23]
  ...
  [30 67 34]
  [18 56 25]
  [16 55 23]]

 [[17 23 18]
  [36 27 25]
  [72 35 41]
  ...
  [25 63 32]
  [18 57 28]
  [15 56 23]]

 [[17 24 17]
  [25 26 21]
  [67 34 39]
  ...
  [26 63 35]
  [18 57 29]
  [16 57 25]]]",0
252,"[[[ 89 172 139]
  [105 134 124]
  [ 22  23  13]
  ...
  [ 59 155 122]
  [ 52 106  91]
  [ 89 144 158]]

 [[101 168 137]
  [ 73  88  63]
  [ 25  24  13]
  ...
  [ 77 169 155]
  [ 12  84  60]
  [ 23  93  73]]

 [[135 180 176]
  [ 82  83  75]
  [ 22  35  31]
  ...
  [ 29 118 120]
  [ 14  91  73]
  [ 11  71  59]]

 ...

 [[110 155 166]
  [156 188 201]
  [109 162 183]
  ...
  [ 38  29  26]
  [ 37  21  15]
  [ 29  23  27]]

 [[ 67 108 120]
  [ 67 114 122]
  [ 72 114 122]
  ...
  [  8  17  26]
  [  9  13  19]
  [ 28  27  40]]

 [[100 125 140]
  [ 44  77  91]
  [ 29  44  55]
  ...
  [ 39  55  77]
  [ 27  50  56]
  [ 48  66  81]]]",
253,"[[[ 12  39  78]
  [ 12  42  81]
  [ 13  44  85]
  ...
  [ 25  57  97]
  [ 27  58  98]
  [ 27  56  95]]

 [[ 12  41  81]
  [ 12  44  84]
  [ 13  46  88]
  ...
  [ 26  61 101]
  [ 28  61 101]
  [ 28  59  98]]

 [[ 13  43  83]
  [ 13  45  87]
  [ 14  46  91]
  ...
  [ 26  62 103]
  [ 28  63 103]
  [ 28  61 101]]

 ...

 [[ 51  28  25]
  [ 64  38  36]
  [ 50  44  44]
  ...
  [149 128  88]
  [158 125  60]
  [118  88  40]]

 [[ 51  29  26]
  [ 61  38  35]
  [ 46  42  42]
  ...
  [114 100  82]
  [125 104  71]
  [109  82  46]]

 [[ 51  29  27]
  [ 57  36  36]
  [ 40  39  40]
  ...
  [ 76  64  45]
  [ 78  64  46]
  [ 84  63  39]]]",0
254,"[[[154 153 110]
  [125 125  90]
  [ 76  77  57]
  ...
  [ 19  19  17]
  [ 21  22  18]
  [ 23  24  19]]

 [[128 127  92]
  [ 82  82  61]
  [ 45  46  35]
  ...
  [ 17  17  15]
  [ 19  19  17]
  [ 21  21  18]]

 [[ 85  85  63]
  [ 41  42  33]
  [ 25  26  21]
  ...
  [ 15  15  13]
  [ 17  17  15]
  [ 18  18  16]]

 ...

 [[ 46  46  35]
  [ 48  48  36]
  [ 55  55  42]
  ...
  [ 82  81  61]
  [ 84  83  62]
  [ 82  81  61]]

 [[ 39  39  30]
  [ 47  47  37]
  [ 57  58  44]
  ...
  [ 84  83  62]
  [ 83  82  61]
  [ 77  77  57]]

 [[ 35  35  27]
  [ 45  45  35]
  [ 57  58  44]
  ...
  [ 86  85  64]
  [ 82  81  60]
  [ 75  75  56]]]",0
255,"[[[228 234 252]
  [228 234 252]
  [229 234 252]
  ...
  [144 164 147]
  [134 154 137]
  [146 159 142]]

 [[216 226 239]
  [210 220 231]
  [221 229 243]
  ...
  [137 155 137]
  [149 161 144]
  [152 162 148]]

 [[178 191 191]
  [162 176 169]
  [173 186 184]
  ...
  [157 166 149]
  [156 165 150]
  [140 155 144]]

 ...

 [[ 89  63  53]
  [ 67  47  38]
  [ 50  33  25]
  ...
  [172 171 181]
  [175 174 186]
  [204 200 212]]

 [[112  79  64]
  [ 90  59  46]
  [ 60  38  28]
  ...
  [167 162 170]
  [171 169 180]
  [174 174 185]]

 [[104  72  59]
  [ 81  51  40]
  [ 69  41  31]
  ...
  [156 153 160]
  [169 166 177]
  [150 151 162]]]",0
256,"[[[239 255 255]
  [240 255 255]
  [241 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[241 255 255]
  [241 255 255]
  [242 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[241 255 255]
  [241 255 255]
  [243 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 253 252]
  [255 255 254]
  [253 253 251]]

 [[252 248 241]
  [255 254 252]
  [255 255 255]
  ...
  [210 206 201]
  [255 255 255]
  [255 255 255]]

 [[242 203 160]
  [252 250 233]
  [245 247 240]
  ...
  [149 143 132]
  [253 253 252]
  [255 255 255]]]",1
257,"[[[ 90  78  83]
  [ 89  78  84]
  [ 87  76  82]
  ...
  [ 69  44  41]
  [ 54  24  31]
  [ 54  22  28]]

 [[ 92  80  85]
  [ 91  78  85]
  [ 88  78  82]
  ...
  [ 73  51  45]
  [ 56  29  32]
  [ 56  27  30]]

 [[ 93  79  85]
  [ 90  78  85]
  [ 89  78  84]
  ...
  [ 83  63  54]
  [ 89  66  64]
  [108  88  84]]

 ...

 [[179 165 147]
  [186 177 159]
  [191 181 164]
  ...
  [135 127 117]
  [139 130 122]
  [145 137 126]]

 [[215 207 184]
  [209 201 182]
  [200 191 173]
  ...
  [121 112 106]
  [120 110 107]
  [133 125 117]]

 [[214 201 181]
  [205 194 176]
  [200 192 175]
  ...
  [139 133 123]
  [142 135 125]
  [143 135 126]]]",1
258,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [140 123 121]
  [135 105  98]
  [148 133 129]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [168 167 158]
  [168 168 166]
  [179 201 205]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [193 209 198]
  [192 214 212]
  [153 153 153]]

 ...

 [[110 114  89]
  [115 119  81]
  [108 119  74]
  ...
  [ 52  69  33]
  [ 58  84  46]
  [ 32  59  37]]

 [[124 124 103]
  [125 126  93]
  [121 129  92]
  ...
  [ 55  96  47]
  [ 47  66  34]
  [ 46  72  50]]

 [[109 117  86]
  [ 98 118  74]
  [ 91 117  70]
  ...
  [ 43  81  45]
  [ 52  45  29]
  [ 36  32  22]]]",0
259,"[[[ 22  23  17]
  [ 27  27  19]
  [ 24  24  16]
  ...
  [ 24  25  18]
  [ 31  29  22]
  [ 24  25  17]]

 [[ 21  22  16]
  [ 27  27  18]
  [ 24  24  16]
  ...
  [ 23  24  17]
  [ 31  30  22]
  [ 25  25  17]]

 [[ 22  23  16]
  [ 26  27  19]
  [ 24  25  17]
  ...
  [ 23  23  17]
  [ 33  31  22]
  [ 27  27  18]]

 ...

 [[176  97  73]
  [176  95  70]
  [176  96  70]
  ...
  [250 250 246]
  [249 249 243]
  [247 246 238]]

 [[170  95  71]
  [172  96  72]
  [173  96  72]
  ...
  [250 250 247]
  [249 249 244]
  [249 249 245]]

 [[166  91  69]
  [168  93  72]
  [168  97  77]
  ...
  [249 249 246]
  [247 247 242]
  [247 246 241]]]",1
260,"[[[ 62  95  48]
  [ 87  96  80]
  [105  92 103]
  ...
  [ 37  81  42]
  [ 34  76  35]
  [ 37  78  43]]

 [[ 61  94  53]
  [ 78  96  76]
  [ 85  86  74]
  ...
  [ 39  82  41]
  [ 36  78  40]
  [ 34  72  40]]

 [[ 55  82  49]
  [ 65  88  57]
  [ 74  81  60]
  ...
  [ 39  82  41]
  [ 34  74  34]
  [ 34  68  40]]

 ...

 [[165 179 137]
  [176 187 144]
  [168 185 146]
  ...
  [159 181 129]
  [161 182 133]
  [164 185 139]]

 [[163 175 130]
  [174 183 140]
  [176 189 153]
  ...
  [141 168 121]
  [147 173 128]
  [159 184 137]]

 [[163 172 131]
  [173 182 135]
  [177 189 151]
  ...
  [132 162 111]
  [143 169 120]
  [160 184 135]]]",0
261,"[[[ 49  69   8]
  [ 52  73   7]
  [ 89 109  11]
  ...
  [ 53  69   9]
  [ 40  57   8]
  [103 136   8]]

 [[125 145  34]
  [ 93 111  15]
  [ 99 114  18]
  ...
  [ 85 112  14]
  [ 65  82   9]
  [108 137   9]]

 [[ 63  85  14]
  [ 41  61   9]
  [ 40  55  10]
  ...
  [ 95 123  22]
  [ 93 119  12]
  [ 95 120  13]]

 ...

 [[126 139  62]
  [120 147  51]
  [165 158 104]
  ...
  [251 210 191]
  [250 207 188]
  [250 214 192]]

 [[219 210 184]
  [215 214 182]
  [228 220 196]
  ...
  [251 232 206]
  [248 226 202]
  [246 225 199]]

 [[245 230 216]
  [248 237 226]
  [245 231 218]
  ...
  [252 239 218]
  [246 225 200]
  [248 227 200]]]",
262,"[[[ 64  67  48]
  [ 68  72  53]
  [ 75  79  58]
  ...
  [ 63  66  47]
  [ 62  64  47]
  [ 62  64  46]]

 [[ 73  76  55]
  [ 79  82  61]
  [ 86  89  68]
  ...
  [ 74  78  55]
  [ 72  76  53]
  [ 72  74  54]]

 [[ 87  89  67]
  [ 92  94  73]
  [ 96  98  77]
  ...
  [ 82  86  60]
  [ 79  84  57]
  [ 78  82  56]]

 ...

 [[135 135 110]
  [138 138 111]
  [140 140 113]
  ...
  [ 27  18   9]
  [ 30  20  10]
  [ 27  18   9]]

 [[126 128 106]
  [130 132 109]
  [134 136 111]
  ...
  [ 26  18  10]
  [ 28  18  10]
  [ 24  17  10]]

 [[118 119  99]
  [122 123 103]
  [126 128 107]
  ...
  [ 24  17  10]
  [ 25  17  10]
  [ 22  15   9]]]",1
263,"[[[  9  68  10]
  [  9  68  11]
  [ 10  69  12]
  ...
  [150 203 196]
  [162 214 200]
  [188 185  76]]

 [[  9  67   7]
  [ 11  70   8]
  [ 12  73   8]
  ...
  [142 195 184]
  [155 209 205]
  [170 212 186]]

 [[ 13  76   8]
  [ 16  80  10]
  [ 17  80  11]
  ...
  [134 188 168]
  [144 196 187]
  [157 209 208]]

 ...

 [[ 12  60   8]
  [ 85 111  12]
  [199 175  22]
  ...
  [  4  47  11]
  [ 20  74  16]
  [ 42 113  34]]

 [[ 44  84   5]
  [170 166  10]
  [208 191  14]
  ...
  [  3  39   5]
  [  6  48   6]
  [ 32  94  22]]

 [[ 74  99   3]
  [172 162   3]
  [147 149   4]
  ...
  [  2  38   2]
  [  3  41   4]
  [ 17  72  13]]]",0
264,"[[[139 134 123]
  [145 137 122]
  [127 121 103]
  ...
  [115 151 178]
  [114 151 177]
  [113 147 174]]

 [[150 146 132]
  [140 132 117]
  [123 114  98]
  ...
  [117 153 179]
  [119 155 181]
  [120 155 182]]

 [[144 137 123]
  [136 128 114]
  [124 114 101]
  ...
  [128 162 187]
  [129 162 187]
  [129 162 187]]

 ...

 [[106 101  90]
  [106 102  92]
  [107 104  95]
  ...
  [ 48  48  39]
  [ 43  44  37]
  [ 27  26  22]]

 [[ 66  61  52]
  [ 77  72  61]
  [ 87  79  68]
  ...
  [ 50  51  43]
  [ 36  36  31]
  [ 22  22  18]]

 [[ 66  59  44]
  [ 75  67  54]
  [ 77  68  55]
  ...
  [ 28  29  26]
  [ 18  18  16]
  [ 18  19  14]]]",1
265,"[[[231  23   1]
  [231  27   1]
  [231  30   0]
  ...
  [231 154   2]
  [231 154   2]
  [232 156   2]]

 [[231  25   1]
  [231  28   1]
  [231  32   0]
  ...
  [231 158   2]
  [231 159   2]
  [231 160   2]]

 [[231  27   1]
  [231  30   0]
  [231  34   0]
  ...
  [231 165   2]
  [231 166   2]
  [231 169   2]]

 ...

 [[195  90  41]
  [113  33   9]
  [122  42  16]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[213 102  51]
  [197  97  43]
  [210 113  55]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[231 141  77]
  [231 147  78]
  [226 141  74]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",0
266,,0.0
267,"[[[136 129 105]
  [141 135 109]
  [133 124 107]
  ...
  [237 233 220]
  [237 232 216]
  [236 233 216]]

 [[174 161 131]
  [173 160 125]
  [141 130 107]
  ...
  [237 233 218]
  [236 232 216]
  [236 231 214]]

 [[174 161 132]
  [170 158 130]
  [137 128 106]
  ...
  [235 232 216]
  [235 231 214]
  [235 230 215]]

 ...

 [[ 24  38  69]
  [ 26  38  72]
  [ 27  45  78]
  ...
  [ 63 104 151]
  [ 70 110 155]
  [ 75 115 158]]

 [[ 23  32  57]
  [ 22  33  54]
  [ 23  37  65]
  ...
  [ 92  80 117]
  [ 92  83 112]
  [ 93  83 116]]

 [[ 21  27  45]
  [ 18  29  49]
  [ 19  29  55]
  ...
  [ 76  81 118]
  [ 81  78 113]
  [ 75  81 121]]]",1
268,"[[[ 13   9   6]
  [ 11   7   4]
  [ 12   6   3]
  ...
  [ 62  90  14]
  [ 52  83  10]
  [ 29  49  11]]

 [[ 10   6   3]
  [ 11   5   2]
  [ 13   5   2]
  ...
  [ 69  98  22]
  [ 55  86  15]
  [ 24  35  11]]

 [[  9   4   1]
  [ 10   5   1]
  [ 13   5   2]
  ...
  [ 80 109  37]
  [ 44  67  20]
  [ 17  20  11]]

 ...

 [[ 17  30  17]
  [ 19  34  20]
  [ 22  37  23]
  ...
  [ 81 120  30]
  [ 97 134  23]
  [105 142  28]]

 [[ 22  41   9]
  [ 16  35  11]
  [ 18  35  16]
  ...
  [ 74 115  65]
  [ 86 124  47]
  [ 90 127  30]]

 [[ 38  71   7]
  [ 30  59   7]
  [ 21  40   8]
  ...
  [ 74 114  77]
  [ 70 113  68]
  [ 73 115  51]]]",0
269,"[[[  1   1   1]
  [  1   0   1]
  [  2   1   0]
  ...
  [  8   6   9]
  [  6   6   9]
  [ 17  16  18]]

 [[  2   0   1]
  [  2   1   1]
  [  2   1   0]
  ...
  [  8   7   8]
  [ 16  14  17]
  [ 74  72  81]]

 [[  2   1   0]
  [  2   1   0]
  [  2   0   1]
  ...
  [ 11  10  12]
  [ 63  60  68]
  [129 125 141]]

 ...

 [[ 72  59  62]
  [ 68  56  62]
  [ 60  49  57]
  ...
  [ 12  12  11]
  [ 11  12  11]
  [ 11  10  11]]

 [[ 70  56  61]
  [ 66  55  61]
  [ 57  47  55]
  ...
  [ 11  11  11]
  [ 10  11   9]
  [  8   9   8]]

 [[ 65  52  58]
  [ 64  53  59]
  [ 54  44  52]
  ...
  [ 10   9  11]
  [ 10   9   9]
  [  7   8   8]]]",1
270,"[[[113 135  79]
  [115 135  81]
  [113 133  71]
  ...
  [132 154  90]
  [119 140  54]
  [131 153  82]]

 [[127 147  99]
  [128 148 100]
  [101 123  54]
  ...
  [149 170 121]
  [129 150  81]
  [135 156  92]]

 [[138 159 116]
  [127 148  93]
  [ 98 120  52]
  ...
  [162 186 142]
  [142 164 107]
  [136 160 102]]

 ...

 [[  1   6   1]
  [  1   7   1]
  [  1   8   1]
  ...
  [ 28  48  33]
  [  1  12   1]
  [ 24  37  22]]

 [[  1   4   1]
  [  1   5   1]
  [  1   6   1]
  ...
  [  1  21   2]
  [  1  11   1]
  [  3   7   2]]

 [[  1   2   0]
  [  1   4   0]
  [  1   5   1]
  ...
  [  1  17   1]
  [  1   9   0]
  [  1   3   0]]]",0
271,"[[[209 133  53]
  [207 130  51]
  [181 107  38]
  ...
  [ 28  16   2]
  [ 24  15   2]
  [ 20  14   2]]

 [[218 142  59]
  [216 140  58]
  [202 126  50]
  ...
  [ 29  17   3]
  [ 25  15   3]
  [ 22  15   3]]

 [[227 151  66]
  [226 149  64]
  [217 139  59]
  ...
  [ 29  17   4]
  [ 25  15   4]
  [ 21  14   3]]

 ...

 [[ 21  11   2]
  [ 23  13   3]
  [ 26  14   3]
  ...
  [109  98 103]
  [104  94  99]
  [102  91  97]]

 [[ 21  11   2]
  [ 23  13   3]
  [ 25  13   4]
  ...
  [109 100 105]
  [103  94  99]
  [ 98  90  94]]

 [[ 20  11   2]
  [ 22  12   3]
  [ 23  13   3]
  ...
  [102  90  95]
  [ 97  86  90]
  [ 94  84  89]]]",1
272,"[[[ 1  1  1]
  [ 1  0  3]
  [ 1  0  4]
  ...
  [ 0  0  7]
  [ 0  0  7]
  [ 0  0  8]]

 [[ 1  0  3]
  [ 1  0  3]
  [ 1  0  4]
  ...
  [ 0  0  8]
  [ 0  0  8]
  [ 0  0  8]]

 [[ 1  0  4]
  [ 1  0  4]
  [ 1  0  4]
  ...
  [ 0  0  7]
  [ 0  1  6]
  [ 0  0  7]]

 ...

 [[12 25 48]
  [20 34 59]
  [34 43 65]
  ...
  [21 28 39]
  [19 28 42]
  [40 52 69]]

 [[12 26 51]
  [20 32 57]
  [20 31 53]
  ...
  [42 52 68]
  [48 58 74]
  [36 45 58]]

 [[16 30 55]
  [ 9 22 45]
  [15 25 43]
  ...
  [49 58 72]
  [44 53 69]
  [14 21 33]]]",0
273,"[[[188 175 171]
  [167 165 169]
  [164 164 169]
  ...
  [211 181 103]
  [129 107  67]
  [ 46  36  37]]

 [[189 178 175]
  [161 160 164]
  [155 156 161]
  ...
  [211 181 103]
  [129 109  70]
  [ 45  35  36]]

 [[189 178 175]
  [155 156 162]
  [146 149 157]
  ...
  [207 176  97]
  [127 106  68]
  [ 44  34  36]]

 ...

 [[166 129 110]
  [174 136 111]
  [201 167 140]
  ...
  [252 155 106]
  [252 147 102]
  [234 135  93]]

 [[167 133 118]
  [175 137 111]
  [215 187 159]
  ...
  [245 140  95]
  [252 145  99]
  [249 143  99]]

 [[181 151 132]
  [177 139 112]
  [220 196 167]
  ...
  [232 126  85]
  [246 140  95]
  [250 148 104]]]",0
